24;Gratis E-Tickets;2025-01-04;14:00:00;4.00000
27;Acties Joint Promotions gesloten e-tickets;2025-01-04;14:00:00;73.00000
28;Entree Groepen WILDLANDS;2025-01-04;14:00:00;1.00000
29;Abonnement WILDLANDS;2025-01-04;14:00:00;0.00000
29;Abonnement WILDLANDS;2025-01-04;14:00:00;161.00000
1;Vol betalend;2025-01-04;15:00:00;2.00000
5;Gratis;2025-01-04;15:00:00;5.00000
10;Acties Joint Promotions Overig;2025-01-04;15:00:00;4.00000
20;Acties Overig;2025-01-04;15:00:00;6.00000
22;Acties Joint Promotions Open e-tickets;2025-01-04;15:00:00;81.00000
23;Inkoop E-tickets;2025-01-04;15:00:00;4.00000
24;Gratis E-Tickets;2025-01-04;15:00:00;3.00000
27;Acties Joint Promotions gesloten e-tickets;2025-01-04;15:00:00;69.00000
29;Abonnement WILDLANDS;2025-01-04;15:00:00;0.00000
29;Abonnement WILDLANDS;2025-01-04;15:00:00;269.00000
31;Acties Joint Promotions open Overig;2025-01-04;15:00:00;2.00000
39;WILDnights e-tickets;2025-01-04;15:00:00;130.00000
42;WILDnights;2025-01-04;15:00:00;29.00000
5;Gratis;2025-01-04;16:00:00;9.00000
11;Vol betalend E-Ticket;2025-01-04;16:00:00;10.00000
22;Acties Joint Promotions Open e-tickets;2025-01-04;16:00:00;300.00000
23;Inkoop E-tickets;2025-01-04;16:00:00;4.00000
24;Gratis E-Tickets;2025-01-04;16:00:00;7.00000
27;Acties Joint Promotions gesloten e-tickets;2025-01-04;16:00:00;260.00000
29;Abonnement WILDLANDS;2025-01-04;16:00:00;0.00000
29;Abonnement WILDLANDS;2025-01-04;16:00:00;781.00000
36;!vrijgeven poortje!;2025-01-04;16:00:00;12.00000
39;WILDnights e-tickets;2025-01-04;16:00:00;890.00000
42;WILDnights;2025-01-04;16:00:00;285.00000
5;Gratis;2025-01-04;17:00:00;2.00000
5;Gratis;2025-01-04;17:00:00;124.00000
6;Accommodatiehouder e-tickets;2025-01-04;17:00:00;4.00000
22;Acties Joint Promotions Open e-tickets;2025-01-04;17:00:00;110.00000
24;Gratis E-Tickets;2025-01-04;17:00:00;7.00000
